English (en),Hebrew (iw),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
overlying,מעל,0,0,0,0,0,0,0,0,0,0
overpaid,יותר מדי,0,1,0,0,0,0,0,0,0,0
overpass,צוֹמֶת עִילִי,0,0,0,0,0,0,0,0,0,0
overpower,לְהַכנִיעַ,0,1,0,0,0,0,0,0,0,0
overpowering,מְהַמֵם,0,1,1,0,0,1,0,0,0,0
overpriced,מחיר מופקע,0,1,1,0,1,0,0,1,0,0
override,לעקוף,0,0,0,0,0,0,0,0,0,0
overrule,יותר מדי,0,0,0,0,0,0,0,0,0,0
overseer,מַשׁגִיחַ,0,0,0,0,0,0,0,0,0,0
overshadow,לְהַאֲפִּיל,0,0,0,0,0,0,0,0,0,0
oversight,מֶחדָל,0,1,0,0,0,0,0,0,0,0
overstate,לְהַפְרִיז,0,0,0,0,0,0,0,0,0,0
overstock,אוברסטוק,0,0,0,0,0,0,0,0,0,0
overt,גָלוּי,0,0,0,0,0,1,0,0,0,0
overtake,לַעֲקוֹף,0,0,0,0,0,0,0,0,0,0
overtaken,נלכד,0,0,0,0,0,0,0,0,0,0
overthrow,לְהַפִּיל,0,1,0,1,0,1,0,0,0,0
overture,פְּתִיחָה,0,0,0,1,0,0,0,0,0,0
overturn,לְהַפִּיל,0,1,0,0,0,0,0,0,0,0
overwhelm,לְהַצִיף,0,1,0,0,0,0,0,0,0,0
overwhelmed,המום,0,1,0,0,0,0,0,1,0,0
overwhelming,מַכרִיעַ,1,0,0,0,0,0,0,0,0,0
overzealous,יתר על המידה,0,0,0,0,0,0,0,0,0,0
owe,חייב,0,0,0,0,0,0,0,0,0,0
owing,חַיָב,0,1,1,1,1,1,0,1,0,1
owner,בעלים,0,0,0,0,0,0,0,0,0,0
ownership,בַּעֲלוּת,1,0,0,0,0,0,0,0,0,0
ox,שׁוֹר,0,0,0,0,0,0,0,0,0,0
oxidation,חִמצוּן,0,1,0,0,0,0,0,0,0,0
oxygen,חַמצָן,0,0,0,0,0,0,0,0,0,0
oxymoron,אוקסימורון,0,0,0,0,0,0,0,0,0,0
oyster,צִדפָּה,0,0,0,0,0,0,0,0,0,0
pace,לִפְסוֹעַ,0,0,0,0,0,0,0,0,0,0
pacific,האוקיינוס ​​השקט,1,0,0,0,0,0,0,0,0,0
pacify,לְהַרְגִיעַ,0,0,0,0,0,0,0,0,0,0
pack,חבילה,0,0,0,0,0,0,0,0,0,0
package,חֲבִילָה,0,0,0,0,0,0,0,0,0,0
packer,אוֹרֵז,0,0,0,0,0,0,0,0,0,0
packet,חֲבִילָה,0,0,0,0,0,0,0,0,0,0
pact,בְּרִית,0,0,0,0,0,0,0,0,0,1
pad,כָּרִית,1,0,0,0,0,0,0,0,0,0
padding,ריפוד,1,0,0,0,0,0,0,0,0,0
paddle,מָשׁוֹט,1,0,0,1,0,0,0,0,0,0
paddock,דִיר,0,0,0,0,0,0,0,0,0,0
paddy,אורז,0,0,0,0,0,0,0,0,0,0
padlock,מַנְעוּל,0,0,0,0,0,0,0,0,0,0
padre,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
pagan,עוֹבֵד אֵלִילִים,0,0,0,0,0,0,0,0,0,0
paganism,עֲבוֹדַת אֵלִילִים,0,0,0,0,0,0,0,0,0,0
page,עמוד,0,0,0,0,0,0,0,0,0,0
pageant,תחרות,0,0,0,0,0,0,0,0,0,0
pagination,דִפּוּף,0,0,0,0,0,0,0,0,0,0
pagoda,פָּגוֹדָה,0,0,0,0,0,0,0,0,0,0
pail,דְלִי,0,0,0,0,0,0,0,0,0,0
pain,כְּאֵב,0,1,0,0,0,1,0,1,0,0
pained,כואב,0,1,0,0,0,1,0,1,0,0
painful,כּוֹאֵב,0,1,1,0,1,1,0,1,0,0
painfully,בכאב,0,1,0,0,0,0,0,1,0,0
painless,ללא כאב,0,0,0,0,0,0,0,0,0,0
pains,מַאֲמָצִים,0,1,0,0,0,0,0,0,0,0
painstaking,מַקפִּיד,0,0,0,0,0,0,0,0,0,0
paint,צֶבַע,0,0,0,0,0,0,0,0,0,0
painted,צָבוּעַ,0,0,0,0,0,0,0,0,0,0
painter,צייר,0,0,0,0,0,0,0,0,0,0
painting,צִיוּר,0,0,0,0,0,0,0,0,0,0
pair,זוג,0,0,0,0,0,0,0,0,0,0
pajamas,פִּיגָ'מָה,0,0,0,0,0,0,0,0,0,0
pal,יָדִיד,0,0,0,0,0,0,0,0,0,0
palace,אַרְמוֹן,0,0,0,0,0,0,0,0,0,0
palatable,טָעִים,1,0,0,0,0,0,0,0,0,0
palate,חֵך,0,0,0,0,0,0,0,0,0,0
paleontology,פָּלֵאוֹנטוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
palette,לוּחַ הַצְבָעִים,0,0,0,0,0,0,0,0,0,0
pall,לְעַיֵף,0,0,0,0,0,0,0,0,0,0
palladium,פלדיום,0,0,0,0,0,0,0,0,0,0
pallet,פאלט,0,0,0,0,0,0,0,0,0,0
palliative,מֵקֵל,1,0,0,0,0,0,0,0,0,0
palm,כַּף הַיָד,0,0,0,0,0,0,0,0,0,0
palmer,פאלמר,0,0,0,0,0,0,0,0,0,0
palpable,מַמָשִׁי,0,0,0,0,0,0,0,0,1,0
palsy,שִׁתוּק,0,1,0,0,1,1,0,1,0,0
paltry,פָּעוּט,0,0,0,0,0,0,0,0,0,0
pamper,לְפַנֵק,0,0,0,0,0,0,0,0,0,0
pamphlet,קוּנטרֵס,0,0,0,0,0,0,0,0,0,0
pan,מחבת,0,0,0,0,0,0,0,0,0,0
panacea,תְרוּפָה לָכוֹל,1,0,0,0,0,0,0,0,0,0
panache,פאנאצ'י,1,0,0,0,0,0,0,0,0,0
pancake,פָנקֵייק,0,0,0,0,0,0,0,0,0,0
pandemic,מגיפה,0,1,0,0,0,1,0,1,0,0
panel,לוּחַ,0,0,0,0,0,0,0,0,0,0
pang,NO TRANSLATION,0,1,0,0,0,0,0,0,1,0
panic,בֶּהָלָה,0,1,0,0,0,1,0,0,0,0
panier,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
panorama,פָּנוֹרָמָה,0,0,0,0,0,0,0,0,0,0
panoramic,פנורמי,0,0,0,0,0,0,0,0,0,0
pant,לְהִתְנַשֵׁם,0,0,0,0,0,0,0,0,0,0
pantheon,פנתיאון,0,0,0,0,0,0,0,0,0,0
panther,פַּנתֵר,0,0,0,0,0,0,0,0,0,0
panties,תחתונים,0,0,0,0,0,0,0,0,0,0
pantomime,פָּנטוֹמִימָה,0,0,0,0,0,0,0,0,0,0
pantry,מְזָוֶה,0,0,0,0,0,0,0,0,0,0
pants,מִכְנָסַיִים,0,0,0,0,0,0,0,0,0,0
pap,רֶסֶק,0,0,0,0,0,0,0,0,0,0
papacy,אַפִּיפיוֹרוּת,0,0,0,0,0,0,0,0,0,0
papal,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
paper,עיתון,0,0,0,0,0,0,0,0,0,0
paprika,פפריקה,1,0,0,0,0,0,0,0,0,0
papyrus,פַּפִּירוּס,0,0,0,0,0,0,0,0,0,0
par,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
parable,מָשָׁל,0,0,0,0,0,0,0,0,0,0
parabola,פָּרַבּוֹלָה,0,0,0,0,0,0,0,0,0,0
parabolic,פרבוליות,0,0,0,0,0,0,0,0,0,0
parachute,מַצנֵחַ,0,0,0,0,0,1,0,0,0,0
parade,מִצעָד,1,1,0,1,0,1,1,0,1,0
paradigm,פרדיגמה,0,0,0,0,0,0,0,0,0,0
paradox,פָּרָדוֹקס,0,0,0,0,0,0,0,0,0,0
paradoxical,פָּרָדוֹקסָלִי,0,0,0,0,0,0,0,0,0,0
paraffin,פָּרָפִין,0,0,0,0,0,0,0,0,0,0
paragon,דוּגמָה וְמוֹפֵת,1,0,0,1,0,0,1,0,0,1
paragraph,פסקה,0,0,0,0,0,0,0,0,0,0
parallax,פרלקסה,0,0,0,0,0,0,0,0,0,0
parallel,מַקְבִּיל,0,0,0,0,0,0,0,0,0,0
parallelism,מַקבִּילוּת,0,0,0,0,0,0,0,0,0,0
paralysis,שיתוק,0,1,1,1,0,1,0,1,0,0
paralyzed,מְשׁוּתָק,0,1,1,0,0,1,0,1,1,0
paramount,החשוב ביותר,1,0,0,0,0,0,0,0,0,0
paranoia,פָּרָנוֹיָה,0,1,0,0,0,1,0,0,0,0
parapet,מַעֲקֶה,0,0,0,0,0,0,0,0,0,0
paraphernalia,כלי עזר,0,0,0,0,0,0,0,0,0,0
paraphrase,פָּרָפרָזָה,1,1,0,0,0,0,0,0,0,0
parasite,טַפִּיל,0,1,0,0,1,1,0,0,0,0
parasol,שִׁמשִׁיָה,0,0,0,0,0,0,0,0,0,0
parcel,חֲבִילָה,0,0,0,0,0,0,0,0,0,0
parcels,חבילות,0,0,0,0,0,0,0,0,0,0
parchment,קְלָף,0,0,0,0,0,0,0,0,0,0
pardon,חֲנִינָה,1,0,0,0,0,0,0,0,0,0
pare,NO TRANSLATION,0,1,1,1,0,1,0,1,0,0
parenchyma,פרנכימה,0,0,0,0,0,0,0,0,0,0
parent,הוֹרֶה,0,0,0,0,0,0,0,0,0,0
parentage,הוֹרוּת,1,0,0,0,0,0,0,0,0,0
parental,שֶׁל הַהוֹרִים,0,0,0,0,0,0,0,0,0,0
parenthesis,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
parenthetical,מוּסגָר,0,0,0,0,0,0,0,0,0,0
parietal,קָדקֳדִי,1,0,0,0,0,0,0,0,0,1
paring,פרינג,0,0,0,0,0,0,0,0,0,0
parish,קהילה,0,0,0,0,0,0,0,0,0,1
parity,שִׁוּוּי,0,0,0,0,0,0,0,0,0,0
park,פָּארק,0,0,0,0,0,0,0,0,0,0
parlance,אֹפֶן הַדִבּוּר,0,0,0,0,0,0,0,0,0,0
parliament,פַּרלָמֶנט,0,0,0,0,0,0,0,0,0,1
parliamentary,פַּרלָמֶנטָרִי,0,0,0,0,0,0,0,0,0,0
parlor,טְרַקלִין,0,0,0,0,0,0,0,0,0,0
parole,שוחרר,0,0,0,1,0,0,0,0,0,0
parquet,פַּרקֶט,0,0,0,0,0,0,0,0,0,0
parrot,תוּכִּי,0,1,0,0,1,0,0,0,0,0
parry,לַהֲדוֹף,0,0,0,0,0,0,0,0,0,0
parse,לְנַתֵחַ,0,0,0,0,0,0,0,0,0,0
parsimonious,קַמצָנִי,0,1,0,0,0,0,0,0,0,0
parsimony,קַמצָנוּת,0,0,0,0,0,0,0,0,0,0
parsley,פטרוזיליה,0,0,0,0,0,0,0,0,0,0
parson,כּוֹמֶר,0,0,0,0,0,0,0,0,0,0
part,חֵלֶק,0,0,0,0,0,0,0,0,0,0
partake,לִיטוֹל חֵלֶק,1,0,0,0,0,0,0,0,0,1
partiality,מַשׂוֹא פָּנִים,0,0,0,0,0,0,0,0,0,0
partially,חלקית,0,0,0,0,0,0,0,0,0,0
participate,לְהִשְׂתַתֵף,0,0,0,0,0,0,0,0,0,0
participation,הִשׁתַתְפוּת,1,0,0,0,0,0,0,0,0,0
particle,חֶלְקִיק,0,0,0,0,0,0,0,0,0,0
particularity,בפרטיות,0,0,0,0,0,0,0,0,0,0
particulars,פרטים,0,0,0,0,0,0,0,0,0,0
parting,פְּרִידָה,0,0,0,0,0,0,0,1,0,0
partisan,פָּרטִיזָן,0,1,0,0,0,0,0,0,0,0
partisanship,מפלגה,0,0,0,0,0,0,0,0,0,0
partition,חֲלוּקָה,0,0,0,0,0,0,0,0,0,0
partly,חֶלקִית,0,0,0,0,0,0,0,0,0,0
partner,בת זוג,1,0,0,0,0,0,0,0,0,0
partnership,שׁוּתָפוּת,1,0,0,0,0,0,0,0,0,1
parts,חלקים,0,0,0,0,0,0,0,0,0,0
party,מפלגה,0,0,0,0,0,0,0,0,0,0
pas,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
pass,לַעֲבוֹר,0,0,0,0,0,0,0,0,0,0
passable,עָבִיר,0,0,0,0,0,0,0,0,0,0
passage,מַעֲבָר,0,0,0,0,0,0,0,0,0,0
passageway,מִסדְרוֹן,0,0,0,0,0,0,0,0,0,0
passe,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
passenger,נוֹסֵעַ,0,0,0,1,0,0,0,0,0,0
passim,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
passing,חוֹלֵף,0,0,0,0,0,0,0,0,0,0
passion,תשוקה,1,0,0,1,0,0,1,0,0,1
passionate,מלא רגש,1,0,0,1,0,0,1,0,0,1
passive,פַּסִיבִי,0,1,0,0,0,0,0,0,0,0
passivity,פַּסִיבִיוּת,0,1,0,0,0,0,0,0,0,0
passport,דַרכּוֹן,0,0,0,0,0,0,0,0,0,0
past,עבר,0,0,0,0,0,0,0,0,0,0
paste,לְהַדבִּיק,0,0,0,0,0,0,0,0,0,0
pastel,פַּסטֵל,0,0,0,0,0,0,0,0,0,0
pastime,שַׁעֲשׁוּעַ,1,0,0,0,0,0,0,0,0,0
pastor,כּוֹמֶר,1,0,0,0,0,0,1,0,0,1
pastry,מאפה,1,0,0,0,0,0,1,0,0,0
pasture,מִסְפּוֹא,1,0,0,0,0,0,0,0,0,0
pasty,דָבִיק,0,0,0,0,0,0,0,0,0,0
pat,טְפִיחָה,0,0,0,0,0,0,0,0,0,0
patch,תיקון,0,1,0,0,0,0,0,0,0,0
patchwork,מַעֲשֵׂה טְלָאִים,0,0,0,0,0,0,0,0,0,0
pate,פאטה,0,0,0,0,0,0,0,0,0,0
patella,פִּיקַת הַבֶּרֶך,0,0,0,0,0,0,0,0,0,0
patent,פָּטֶנט,1,0,0,0,0,0,0,0,0,0
paternal,אַבהִי,0,0,0,0,0,0,0,0,0,0
paternity,אַבהוּת,0,0,0,0,0,0,0,0,0,0
path,נָתִיב,0,0,0,0,0,0,0,0,0,0
pathetic,מעורר רחמים,0,1,0,0,1,0,0,1,0,0
pathology,פָּתוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
pathos,פָּתוֹס,0,0,0,0,0,0,0,0,0,0
pathway,נָתִיב,0,0,0,0,0,0,0,0,0,0
patience,סבלנות,1,0,0,1,0,0,0,0,0,1
patient,סבלני,1,0,0,1,0,0,0,0,0,0
patio,מבואה,0,0,0,0,0,0,0,0,0,0
patriarch,פַּטרִיאַרך,0,0,0,0,0,0,0,0,0,0
patriarchal,פַּטרִיאַרכָלִי,1,0,0,0,0,0,0,0,0,1
patrimony,נַחֲלַת אָבוֹת,0,0,0,0,0,0,0,0,0,0
patriot,פַּטרִיוֹט,0,0,0,0,0,0,0,0,0,0
patriotic,פַּטרִיוֹטִי,0,0,0,0,0,0,0,0,0,0
patriotism,אַהֲבַת הַמוֹלֶדֶת,0,0,0,0,0,0,0,0,0,0
patrol,פַּטרוֹל,0,0,0,0,0,0,0,0,0,1
patron,פַּטרוֹן,1,0,0,0,0,0,0,0,0,1
patronage,חָסוּת,1,0,0,0,0,0,0,0,0,1
patronize,להתנשא,0,0,0,0,0,0,0,0,0,0
patronizing,מתנשא,0,1,0,0,0,0,0,0,0,0
patter,NO TRANSLATION,0,1,1,0,0,0,0,0,0,0
pattern,תַבְנִית,0,0,0,0,0,0,0,0,0,0
paucity,מַחְסוֹר,0,1,1,0,1,0,0,1,0,0
pauper,עָנִי,0,1,0,0,0,0,0,1,0,0
pause,הַפסָקָה,0,0,0,0,0,0,0,0,0,0
pave,לִסְלוֹל,0,0,0,0,0,0,0,0,0,0
pavement,מִדרָכָה,0,0,0,0,0,0,0,0,0,1
pavilion,בִּיתָן,0,0,0,0,0,0,0,0,0,0
paving,סְלִילָה,0,0,0,0,0,0,0,0,0,0
paw,רֶגֶל,0,0,0,0,0,0,0,0,0,0
pawn,לְמַשְׁכֵּן,0,1,0,0,0,0,0,0,0,1
pax,pax,0,0,0,0,0,0,0,0,0,0
pay,לְשַׁלֵם,1,0,0,1,0,0,1,0,0,1
payback,החזר,0,1,1,0,0,0,0,0,0,0
payer,המשלם,0,0,0,0,0,0,0,0,0,0
payment,תַשְׁלוּם,0,1,0,0,0,0,0,0,0,0
pea,אֲפוּנָה,0,0,0,0,0,0,0,0,0,0
peace,שָׁלוֹם,1,0,0,1,0,0,1,0,0,1
peaceable,רוֹדֵף שָׁלוֹם,1,0,0,0,0,0,0,0,0,0
peaceful,שָׁקֶט,1,0,0,1,0,0,1,0,1,1
peacock,טַוָס,1,0,0,0,0,0,0,0,0,0
peak,שִׂיא,0,0,0,0,0,0,0,0,0,0
peaked,הגיע לשיא,0,0,0,0,0,0,0,0,0,0
pearl,פְּנִינָה,0,0,0,0,0,0,0,0,0,0
peasant,אִכָּר,0,0,0,0,0,0,0,0,0,0
peat,כָּבוּל,0,0,0,0,0,0,0,0,0,0
pebble,צַדֶפֶת,0,0,0,0,0,0,0,0,0,0
peck,פֵּק,1,0,0,0,0,0,0,0,0,0
peculiar,מוּזָר,0,0,0,0,0,0,0,0,0,0
peculiarities,מוזרויות,0,1,0,0,0,0,0,0,0,0
peculiarity,מוּזָרוּת,1,0,0,0,0,0,0,0,0,0
peculiarly,באופן מוזר,0,0,0,0,0,0,0,0,0,0
pecuniary,כַּספִּי,0,0,0,0,0,0,0,0,0,0
pedal,פֵּדָל,0,0,0,0,0,0,0,0,0,0
pedantic,קַפְּדָנִי,0,0,0,0,0,0,0,0,0,0
peddle,לִרְכּוֹל,0,0,0,0,0,0,0,0,0,0
pedestal,אדן,0,0,0,0,0,0,0,0,0,0
pedestrian,הולכי רגל,0,1,0,0,0,0,0,0,0,0
pediatrics,רפואת ילדים,0,0,0,0,0,0,0,0,0,0
pedigree,יוּחֲסִין,1,0,0,0,0,0,0,0,0,1
pedometer,מד צעדים,0,0,0,0,0,0,0,0,0,0
peel,לקלף,0,0,0,0,0,0,0,0,0,0
peep,לְהָצִיץ,0,0,0,0,0,0,0,0,0,0
peer,עמית,0,0,0,0,0,0,0,0,0,0
peering,מציצה,0,0,0,0,0,0,0,0,0,0
peerless,חסר אונים,1,0,0,0,0,0,0,0,0,0
peg,יָתֵד,0,0,0,0,0,0,0,0,0,0
pegs,יתדות,0,0,0,0,0,0,0,0,0,0
pelagic,פלאגי,0,0,0,0,0,0,0,0,0,0
pellet,גְלוּלָה,0,0,0,0,0,0,0,0,0,0
pen,עֵט,0,0,0,0,0,0,0,0,0,0
penal,פְּלִילִי,0,1,0,0,0,1,0,1,0,0
penalty,עוֹנֶשׁ,0,1,1,0,0,1,0,1,0,0
penance,תְשׁוּבָה,0,0,0,0,0,1,0,1,0,0
penchant,נְטִיָה,1,0,0,0,0,0,0,0,0,0
pencil,עִפָּרוֹן,0,0,0,0,0,0,0,0,0,0
pendant,תליון,0,0,0,0,0,0,0,0,0,0
pendency,תלות,0,0,0,0,0,0,0,0,0,0
pendent,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
pending,ממתין ל,0,0,0,0,0,0,0,0,0,0
pendulum,מְטוּטֶלֶת,0,0,0,0,0,0,0,0,0,0
penetrate,לַחדוֹר,0,0,0,0,0,0,0,0,0,0
penetrating,חוֹדֵר,0,0,0,0,0,0,0,0,0,0
penetration,חֲדִירָה,0,1,1,0,0,1,0,0,0,0
peninsula,חֲצִי אִי,0,0,0,0,0,0,0,0,0,0
penitentiary,כֵּלֵא,0,1,1,0,0,0,0,0,0,0
pennant,דֶגֶל,0,0,0,0,0,0,0,0,0,0
penniless,חֲסַר פְּרוּטָה,0,0,0,0,0,0,0,0,0,0
penny,פֶּנִי,0,0,0,0,0,0,0,0,0,0
pension,פֶּנסִיָה,0,0,0,0,0,0,0,0,0,0
pensioner,פֶּנסִיוֹנֶר,0,0,0,0,0,0,0,0,0,0
pensive,מְהוּרהָר,0,0,0,0,0,0,0,1,0,0
pentagon,מְחוּמָשׁ,0,0,0,0,0,0,0,0,0,0
penthouse,פֶּנטהָאוּז,0,0,0,0,0,0,0,0,0,0
penultimate,לִפנֵי אַחֲרוֹן,0,0,0,0,0,0,0,0,0,0
people,אֲנָשִׁים,0,0,0,0,0,0,0,0,0,0
peopled,מאוכלס,0,0,0,0,0,0,0,0,0,0
pepper,פלפל,0,0,0,0,0,0,0,0,0,0
peptic,פפטי,0,0,0,0,0,0,0,0,0,0
perceive,לִתְפּוֹס,1,0,0,0,0,0,0,0,0,1
percentage,אֲחוּזִים,0,0,0,0,0,0,0,0,0,0
perceptible,מוּרְגָשׁ,1,0,0,0,0,0,0,0,0,0
perception,תפיסה,0,0,0,0,0,0,0,0,0,0
perceptive,מָהִיר תְפִיסָה,0,0,0,0,0,0,0,0,0,0
perch,אוֹקוּנוֹס,0,0,0,0,0,0,0,0,0,0
perchance,בְּדֶרֶך מִקְרֵה,0,0,0,0,0,0,0,0,1,0
percolation,חִלחוּל,0,0,0,0,0,0,0,0,0,0
percussion,הַקָשָׁה,0,0,0,0,0,0,0,0,0,0
perdition,אֲבַדוֹן,0,1,1,0,1,1,0,1,0,0
peremptory,תַקִיף,0,0,0,0,0,0,0,0,0,0
perennial,רַב שְׁנָתִי,1,0,0,0,0,0,0,0,0,1
perfect,מושלם,1,0,0,1,0,0,1,0,0,1
perfection,שְׁלֵמוּת,1,0,0,1,0,0,1,0,1,1
perforated,מְחוֹרָר,0,0,0,0,0,0,0,0,0,0
perforation,נִקוּב,0,0,0,0,0,0,0,0,0,0
perforce,בְּעַל כָּרחוֹ,0,0,0,0,0,0,0,0,0,0
perform,לְבַצֵעַ,0,0,0,0,0,0,0,0,0,0
performance,ביצועים,0,0,0,0,0,0,0,0,0,0
performer,שַׂחְקָן,1,0,0,0,0,0,0,0,0,0
perfume,נִיחוֹחַ,0,0,0,0,0,0,0,0,0,0
perfumed,מְבוּשָׂם,0,0,0,0,0,0,0,0,0,0
peri,פרי,0,0,0,0,0,0,0,0,1,0
peridot,פרידוט,0,0,0,0,0,0,0,0,0,0
peril,סַכָּנָה,0,1,0,1,0,1,0,1,0,0
perilous,מְסוּכָּן,0,1,0,1,0,1,0,1,0,0
perimeter,היקפית,0,0,0,0,0,0,0,0,0,0
period,פרק זמן,0,0,0,0,0,0,0,0,0,0
periodic,תְקוּפָתִי,0,0,0,0,0,0,0,0,0,0
periodical,תְקוּפָתִי,0,0,0,0,0,0,0,0,0,0
periodically,מעת לעת,0,0,0,0,0,0,0,0,0,0
periodicity,תְקוּפָתִיוּת,0,0,0,0,0,0,0,0,0,1
periphery,פֵּרִיפֶריָה,0,0,0,0,0,0,0,0,0,0
perish,לָמוּת,0,1,0,0,0,1,0,1,0,0
perishable,מִתקַלקֵל,0,1,0,0,0,0,0,0,0,0
perished,נספה,0,1,0,0,0,0,0,1,0,0
perishing,נובל,0,1,0,0,0,1,0,1,0,0
perjury,שְׁבוּעַת שֶׁקֶר,0,1,0,0,0,1,0,0,1,0
perk,הֲטָבָה,1,0,0,0,0,0,0,0,0,0
permanence,קְבִיעוּת,0,0,0,0,0,0,0,0,0,0
permeable,חָדִיר,0,0,0,0,0,0,0,0,0,0
permeate,לְפַעֲפֵּעַ,0,0,0,0,0,0,0,0,0,0
permeation,חלחול,0,0,0,0,0,0,0,0,0,0
permissible,מוּתָר,0,0,0,0,0,0,0,0,0,0
permission,רְשׁוּת,1,0,0,0,0,0,0,0,0,0
permissive,מַתִיר,0,0,0,0,0,0,0,0,0,0
permit,לְהַתִיר,0,0,0,0,0,0,0,0,0,0
permitted,מוּתָר,0,0,0,0,0,0,0,0,0,0
permitting,מַתִיר,0,0,0,0,0,0,0,0,0,0
permutation,תְמוּרָה,0,0,0,0,0,0,0,0,0,0
pernicious,מַמְאִיר,0,1,1,0,0,1,0,1,0,0
perpendicular,אֲנָכִי,0,0,0,0,0,0,0,0,0,0
perpetrate,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
perpetrator,עבריין,0,1,1,0,1,1,0,1,0,0
perpetual,נִצחִי,0,0,0,0,0,0,0,0,0,0
perpetually,לָנֶצַח,0,0,0,0,0,0,0,0,0,0
perpetuate,לְהַנצִיחַ,0,0,0,1,0,0,0,0,0,0
perpetuation,הַנצָחָה,0,1,0,0,0,0,0,0,0,0
perpetuity,נִצחִיוּת,1,0,0,1,0,0,0,0,0,1
perplexed,נָבוֹך,0,1,0,0,0,0,0,0,0,0
perplexing,מֵבִיך,0,0,0,0,0,0,0,0,0,0
perplexity,מְבוּכָה,0,1,0,0,0,0,0,1,0,0
persecute,לִרְדוֹף,0,1,1,0,0,1,0,0,0,0
persecution,רְדִיפוּת,0,1,1,0,1,1,0,1,0,0
perseverance,הַתמָדָה,0,0,0,0,0,0,0,0,0,0
persevere,להתמיד,0,0,0,0,0,0,0,0,0,0
persist,להתמיד,0,0,0,0,0,0,0,0,0,0
persistence,הַתמָדָה,1,0,0,0,0,0,0,0,0,0
persistent,מַתְמִיד,1,0,0,0,0,0,0,0,0,0
persisting,מתמיד,0,0,0,0,0,0,0,0,0,0
person,אדם,0,0,0,0,0,0,0,0,0,0
personable,נָאֶה,1,0,0,0,0,0,0,0,0,0
personage,אִישִׁיוּת,0,0,0,0,0,0,0,0,0,0
personal,אישי,0,0,0,0,0,0,0,0,0,1
personification,הַאֲנָשָׁה,0,0,0,0,0,0,0,0,0,0
personnel,כוח אדם,0,0,0,0,0,0,0,0,0,0
persons,אנשים,0,0,0,0,0,0,0,0,0,0
perspective,פֶּרספֶּקטִיבָה,0,0,0,0,0,0,0,0,0,0
perspiration,זֵעָה,0,0,0,0,1,0,0,0,0,0
persuade,לְשַׁכְנֵעַ,0,0,0,0,0,0,0,0,0,1
persuasion,שִׁכנוּעַ,0,0,0,0,0,0,0,0,0,0
persuasive,מְשַׁכנֵעַ,0,0,0,0,0,0,0,0,0,0
pert,חָצוּף,0,0,0,0,0,0,0,0,0,0
pertinent,רלוונטי,1,0,0,0,0,0,0,0,0,1
perturbation,תְזָזִית,0,1,0,0,0,1,0,0,0,0
pertussis,שעלת,0,1,0,0,0,0,0,0,0,0
perusal,עִיוּן,0,0,0,0,0,0,0,0,0,0
peruse,לִקְרוֹא בְּעִיוּן,0,0,0,0,0,0,0,0,0,0
pervading,מתפשט,0,0,0,0,0,0,0,0,0,0
perverse,סוֹטֶה,0,1,1,0,1,1,0,0,0,0
perversion,סְטִיָה,0,1,1,0,1,0,0,1,0,0
pervert,סוטה,0,1,1,0,1,0,0,0,0,0
perverted,מְסוּלָף,0,1,0,0,1,0,0,0,0,0
pessimism,פֶּסִימִיוּת,0,1,1,0,0,1,0,1,0,0
pessimist,פֶּסִימִיסט,0,1,0,0,0,1,0,1,0,0
pest,טַרדָן,0,1,1,0,1,1,0,0,0,0
pestilence,מַגֵפָה,0,1,0,0,1,1,0,0,0,0
pet,חיית מחמד,0,1,0,0,0,0,0,0,0,0
petition,לַעֲתוֹר,0,0,0,0,0,0,0,0,0,0
petitioner,עוֹתֵר,0,0,0,0,0,0,0,0,0,0
petrol,בֶּנזִין,0,0,0,0,0,0,0,0,0,0
petroleum,נֵפט,1,1,0,0,1,0,0,0,0,0
petting,לְטִיפָה,0,0,0,0,0,0,0,0,0,0
petty,קַטנוּנִי,0,1,0,0,0,0,0,0,0,0
pew,מוֹשָׁב,0,0,0,0,0,0,0,0,0,0
pewter,נֶתֶך בְּדִיל וְעוֹפֶרֶת,0,0,0,0,0,0,0,0,0,0
phalanx,פלנקס,0,0,0,0,0,1,0,0,0,1
phantom,דִמיוֹנִי,0,1,0,0,0,1,0,0,0,0
pharmaceutical,התרופות,1,0,0,0,0,0,0,0,0,0
pharmacist,רוֹקֵחַ,0,0,0,0,0,0,0,0,0,0
pharmacology,פַרמָקוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
pharmacy,בֵּית מִרקַחַת,0,0,0,0,0,0,0,0,0,0
phase,שלב,0,0,0,0,0,0,0,0,0,0
